"","PID","content","created_at","nick_name","authentication","brief_introduction","city","tweets_num","vip_level","Vtag","Account","fans_num","follows_num","gender","labels","province","sentiment","sex_orientation","user_id","crawl_time_x","like_num","repost_num","comment_num","origin_weibo","geo_info","birthday"
"1446","w_42017","转发@当一个科学家 ：国内先期抗新冠，明显中医比西医要好很多，打完仗后，西医专家成了网红。从一开始发哥以身试毒吹克立芝，中日医院再吹人民救星瑞德西韦，再到神吹磷酸氯喹。在西医会战的武汉和纯西医的西方，死亡率奇高。      要知，中国文明史也是瘟疫对抗史，先先从南征瘴疠之地到周期性的瘟疫史，没有中医，怕是早亡了。欧洲史是逗比史，抗生素出来前，他们除了平躺没什么办法。欧洲大航海败血症死一片，而郑和下西洋没事，因为中国人会用豆子做豆芽。中国中草药才是真正抗击瘟疫的核心力量。西医已被美制瘟疫干趴。      @贾林州大河之南 ：今天，没有中医，大型瘟疫面前，西方仍然会亡国灭种。千年瘟疫史，医学发展方向一目了然，迷者回头啊。      根据《中国疫病史鉴》，从西汉到清末，中国至少发生过321次大型瘟疫，导致了惨重损失，历朝历代无不谈瘟色变，但在另一方面，中国历史上从未出现过类似于西班牙大流感、欧洲黑死病、全球鼠疫那样造成了巨大人类悲剧的现象。       钟的戏继续演，唱成独角戏，也够厉害的。钟南山一直在说一些自己不愿意相信的文字，来抵消中医药对抗瘟疫真实效果。[弱][弱][弱]       钟南山推荐的氯喹，看看在巴西的真实数据。巴西用人命说明氯喹是致命性，钟南山这是要打算用氯喹来消灭欧美人吗？ 【#巴西11名确诊患者试药后死亡# 研究紧急叫停】4月11日，巴西一项对81名新冠患者的临床研究表明，氯喹或导致其心率失常乃至死亡。研究者将患者分为大剂量和小剂量两个对照组，发现大剂量组的病患3天后出现心律不齐症状，6天后该组11名患者死亡，该研究因此被紧急叫停。特朗普曾多次推荐羟氯喹。转发理由:回复@喜欢夜雨声:你好意思说事实？！现在是什么事实，你知道？你有多久不看新闻？你从火星来的？理论，你说不过我，事实，你又置若罔闻。辩什么辩？[挖鼻]//@喜欢夜雨声:回复@伍陆柒s:理论在强也没用，理论与实际不符[笑而不语]",2020-04-17 06:29:00,"伍陆柒s","辽宁省丹东市工商局振安分局工作人员","微笑向暖，安之若素","丹东",4711,"未开通","error","error",1118,656,"男","摄影,读书,外星人","辽宁",NA,NA,"87dfd7065a423511",1590849729,0,0,0,"IDoNuocG1",NA,"1972-05-06"
"1447","w_41587","中国政府承诺将新冠病毒感染者相关治疗费用全免。许多人认为，这是中国抗击疫情的成功秘诀。  中国城市正逐渐恢复常态。美国的局势尚未得到控制。美国总统特朗普被指控反应迟钝，并被质问：是否本来可以避免这场灾难？是否本来应当借鉴战略竞争对手中国的做法？  中国政府为阻止病毒传播而采取的空前措施已被讨论了很久。从中国做法中获得的最宝贵经验是，动员各地医护人员支援疫情中心地区、紧急建设医院和实施大规模检测。  然而，还有另一个因素，它也许是最重要的，但也是在美国和欧洲国家中最难以实现的，即为新冠肺炎患者提供免费医疗服务。  4月11日，武汉，在华中科技大学同济医学院附属同济医院中法新城院区ICU病房，医生正为一名新冠肺炎危重症患者做肺部X光片。（新华社）  在美国，大部分医院是私立的。同时，只有在新冠病毒检测结果为阳性的情况下，保险公司才会支付检测费用。保险计划确实会支付约80%的治疗费用，但超过10%的美国公民根本没有医疗保险。新冠病毒检测和治疗费用可能高达数万美元。因治病而负债累累的前景看起来比感染新冠病毒还要可怕，因此许多潜在的感染者不会主动就医。  中国国家医保局医药服务管理司司长熊先军表示，截至4月6日，新冠肺炎确诊住院患者人均医疗费用达2.15万元。目前重症患者人均治疗费用超过15万元，少数危重症患者治疗费用达到几十万元，医保均按规定予以报销。  这位官员说，截至4月6日，全国31个省（区、市）和新疆生产建设兵团新冠肺炎确诊和疑似患者的医保结算，涉及总费用约14.86亿元。  熊先军强调，由于已治愈但尚未结算的患者，以及目前还在治疗的患者这两部分人中重症比例偏高，花费也比较大，所以最终的确诊住院患者人均医疗费用还会增加。全国4万多名外地医务人员带着设备器材驰援湖北，如果考虑这些，费用水平将会更高。  熊先军指出，国家医保局与财政部提出了“确保患者不因费用问题影响就医、确保收治医疗机构不因支付政策影响救治”的要求。为缓解医疗机构垫资压力，医保经办机构还专门预付专项资金用于患者救治。  总结一下中国的抗疫经验：先救治，再结算——这是中国政府在疫情暴发期间推出的政策。  http://t.cn/A6waSs2Q",2020-04-16 15:41:00,"e2009168",NA,"不少男性歌迷每个人都有一首李宗盛！ 不少女性歌迷每一个人都有一首王菲！","西城区",6141,"未开通",NA,NA,308,185,"男",NA,"北京",NA,NA,"5c1d8b965e6ac6a9",1587970061,0,0,0,NA,NA,"01-01"
"1448","w_45889","【#耿爽回应美方要求中国赔偿#：#美国的敌人是病毒#，不是中国】19日，特朗普表示希望派遣调查人员调查中国疫情相关情况，并称中方应承担相应后果。对此，中国外交部发言人耿爽回应：2009年H1N1流感在美国大面积爆发，蔓延到214个国家和地区，有谁让美国赔偿了吗？上世纪80年代，艾滋病首先在美国发现，并蔓延至全世界，不知道给世界上多少人造成痛苦，有谁找美国追责了吗？新加坡国立大学教授马凯接受采访时表示，2008年发生在美国的金融动荡，雷曼兄弟公司破产，最终演变成全球的金融危机。有谁要求美国为此承担后果了吗？美国的一些人必须要清楚，他们的敌人是病毒，不是中国。",2020-04-20 16:57:00,"科界SciMall","科技工作者之家-科界App官方微博。","科技工作者之家-科界App，是中国科协为全国9100万科技工作者提供智能、便捷、有效、安全的一站式服务的综合社区APP。",NA,5185,"3级","V","org",34998,102,"男","科技工作者,中国科协,科猫","北京",NA,NA,"d74237936681865d",1588099221,2,0,0,NA,NA,"2001-05-07"
"1449","w_69194","【特朗普：真奇怪，病毒在中国没传开[疑问]】近日，美国总统特朗普接受采访时称：“疫情在武汉暴发，传到了欧洲，传到了美国，传遍了世界，却无法传遍中国？这事可真奇怪。”在采访中，特朗普依然坚持指责中国，还把疫情对美国经济的冲击也归咎于此。截至目前，#美国新冠肺炎感染人数超185万#。 转发理由:每一天都很好奇，美国人是怎么选了这么个白痴当总统的…这个白痴每次都能刷新我对白痴的认知//@海瞰ME艾塔:弱智//@汉堡罐头:没想到吧！//@咸鱼羽拔拔 :像极了学渣不明白学霸为什么成绩这么好[疑问]//@逗飞飞牙肥肥 ://@微为烟夕罗 :是呀好奇怪呀，不然你们也好好带口罩乖乖呆在家啊",2020-06-05 22:15:00,"ME不练出八块腹肌不改名的小K",NA,"道具师承接各种道具，最近吃鸡上瘾，万年舞台党，偶尔外景",NA,10325,"4级",NA,NA,443,540,"男",NA,"浙江","恋爱中","异性恋","dab883603505e6cd",1608867526,1,0,0,"J57ci3bfI",NA,"1990-10-12"
"1450","w_75986","【美澳掌握一份抹黑中国的“重磅档案” 但却不敢公开】5月初，传媒大亨默多克的悉尼小报《每日电讯报》花了足足6页来炒作一份“由相关西方政府准备的档案”，期间并未公开文件名称。这份所谓的“重磅档案”据称详细记述了中国“对国际透明度的破坏”，还能给特朗普口中“新冠病毒可能是从武汉实验室泄...全文转发理由:转发微博",2020-07-31 17:31:00,"简丶墨问",NA,"我们的过去，我们的现在，我们无限遥远的未来","石家庄",32493,"2级",NA,NA,323,1028,"男",NA,"河北",NA,NA,"fd435b6386e890cd",1608765605,0,0,0,"JdL0CirCp",NA,"1998-08-26"
"1451","w_90808","两阴夹一阳，沪指收于3363.11点，大盘的走势确实难看。 不过A股系统性风险依然很小，因为 1、国家对资本市场的政策面没有大的变化:中央经济工作会议政策操作上强调“更加精准有效，不急转弯，把握好政策时度效”，“积极的财政政策和稳健的货币政策”大基调不变。 2、企业基本面方面也在逐渐好转，今天财政部的数据，11月国有企业利润总额同比增长38.9%； 但是，有两个不确定性还要强调一下: 1、拜登上位后对华政策不确定，但我个人认为，虽然不乐观，但也不至于比特朗普时期更差 2、外围疫情的发展能否有效控制，特别是最新英国的变异病毒。本身国外疫情对中国是不大，但如果外围股市、期市暴跌，则会拖累A股。#投资达人说##今日看盘##微博股票[超话]#$上证指数 sh000001$",2020-12-24 22:02:00,"股票雷神","股评团成员 财经博主 头条文章作者","证券开户，投资咨询，资产管理，机构业务，融资融券，新三板，沪港通，股权质押，个股期权，私募托管。V信:szivkj","深圳",1251,"6级","V","celebrity",2414,135,"男","股票理财,股票投资,IT互联网","广东",NA,NA,"be26e55c4b6297cf",1609074770,1,0,0,NA,NA,"1974-10-30"
"1452","w_67324","【#外交部回应美暂停所有中国飞美客运航班#：#望美方不要为解决问题制造障碍#】当地时间3日，美国交通部正式宣布，#6月16日起美暂停往返的中国民航航班#。外交部发言人赵立坚表示：中方对此感到十分遗憾，据了解中国民航局正与美国运输部严正交涉。此前，中国民航局同美国运输部一直就两国航班安排保持...全文转发理由:#特朗普称病毒在中国没传开真奇怪# 洛书说过，下半年开始要千万小心境外输入病例了，果然现在迫于美方压力我国准备调整民航局的五个一政策#美国新冠肺炎感染人数超185万#",2020-06-04 23:19:00,"洛书塔罗占星","星座命理博主 头条文章作者","全国塔罗大赛冠军，职业占星师，国际灵气大师，占卜/改运/学习微信luoshu999999添加咨询。",NA,2293,"5级","V","celebrity",618368,854,"女","塔罗,十二星座,灵气师","浙江",NA,NA,"bcdd926e3fdc91ef",1609153450,3,0,0,"J55lExcxn",NA,"水瓶座"
"1453","w_62837","被特朗普一骂再骂后，奥巴马最终忍不住了，决定参与大选！ “美澳单独调查武汉”遭否决！美官员拍桌离场，徒留澳代表“独自凌乱”！  1、被特朗普一骂再骂后，奥巴马最终忍不住了，决定参与大选  目前美国国内的局面非常混乱，严峻的疫情形势让美国在经济和军事上，都受到了不同程度的影响。而美国总统特朗普，更是受到了来自各方的指责，包括一些美国的高官对他也产生了很多的质疑和不满。而如今的混乱局面，都是因为特朗普的所作所为才导致的。大家都清楚，在疫情袭击全球以来，美国一直都在推卸责任，想尽各种办法把自己洗白。身为美国的领导人不但没有积极的抗疫，反而还在到处甩锅。  甚至还把前任总统奥巴马牵扯在内，这两大总统的行事风格完全不同。奥巴马在任期间时，并没有发生过轰动世界的事件。而特朗普在任职美国总统后，却不断发生灾难事故，让美国境内甚是不太平。现在奥巴马这位前任美国总统，却成为了此次疫情中背锅队伍中的一员，因此也导致了这两人的关系急剧恶化。  在奥巴马被特朗普的一骂再骂后，终于忍不住反击了，两人公开互怼，双方你一言我一句的，一时间也难以分胜负。特朗普认为美国的医疗物资不足的原因，是因为奥巴马在职期间没有管制好库存的问题，所以认为奥巴马也要承担此次疫情的责任，还说奥巴马在H1N1大型流感期间的领导能力也做的不到位。  当特朗普振振有词的说着奥巴马时，却忽略了自己这次的疫情行为，如果这么一对比，特朗普还真是不如奥巴马的执政能力。而奥巴马也不在一度的忍让了，就在近日宣布了自己将参与到大选中去，还表示自己会支持拜登当选，看来奥巴马真的被逼急了。  而此时的特朗普已经民心所向了，因为疫情期间的失职行为，让他在广大民众和高官们的呼吁声中下降了，再加上奥巴马支持的是拜登。现如今特朗普真可谓是四面楚歌，如果继续这么冥顽不灵的话，终将会遭到美国所有人的抨击。  2、“美澳单独调查武汉”遭否决！美官员拍桌离场，徒留澳代表“独自凌乱”！  自从新冠疫情从全球爆发以来，各种各样的阴谋论向着中方铺天盖地而来，针对于此，世卫大会在5月19日如期开展，其中上百个成员国对于欧盟所提出来的决议草案开展了激烈的讨论以及投票，若是被认可之后，世卫组织将会领导并调查全球的新冠病毒，以防止一些国家制造虚假信息以及督促疫苗的研发。  其实欧盟所提出来的决议草案在国际方面是获得了绝大多数国家的支持的，这也是他们的愿望，可是这一次的决议却让美国和澳大利亚愤怒傻眼，在此次决议草案当中可谓是上演了一次大型的打脸现场，美国和澳大利亚要求绕过世卫组织，独自对于武汉疫情来展开调查，但是没有想到此项提议直接就遭到了否决。  自从新冠病毒爆发以来，美国就一直带着政治利益的目的，所以说此次提议直接就遭到了上百个国家的反对！而美国一直都十分傲慢，眼看这一次他们的目的并没有得到实现，所以美国代表直接就愤怒拍桌子离场，还提前关闭了视频会议，而作为一直以美国为首的澳大利亚，徒留其代表在此次视频会议当中“独立凌乱”。  以美国为首的澳大利亚，在之前就在采访当中表示，在长达一周的时间之内都想要和北京对华，但是中方却一直没有接电话，他们想要和中方的代表心平气和谈一下，但是所接到的消息声称，一直都没有接受澳方的请求，毕竟中方在防疫方面的成就全世界各国是有目共睹的，澳方趁此机会以美国为首提出如此无礼要求确实让人感到愤怒。  在当天的世卫大会的现场当中，中国对于疫情的管控力度以及政策早就已经在其他国家当中深入人心，而众多的国家对于中方企业加以肯定，纷纷希望和中方企业合作，想要替代澳大利亚对中方造成的肉类孔雀，而现如今澳大利亚的总理却对外表示很急切，说自己根本就没有提到“单独调查武汉”的字眼，所以说希望在这个时候能够和中方坐下来聊一下合作的问题。  针对于此，中国民众可以说是狠狠出了一口气，毕竟之前澳大利亚的丑恶嘴脸我们还历历在目，现如今澳方搬起石头砸到自己脚了才真正知道什么叫“疼”，真应该让澳方的官员在此次事件当中狠狠长一次记性，莫要跟错了人，毕竟某些国家只会为自己的利益而奋斗，不管“小弟”的死活。",2020-05-20 19:59:00,"错过coffee","武汉英赛工业设计企业孵化器有限公司 招商部 部长 情感博主",NA,NA,20467,"未开通","V","celebrity",120872,1846,"男","社会民生,关注弱势群体,新闻","湖北",NA,NA,"b7ceebf00c33b4cc",1609140941,0,0,0,NA,NA,"01-01"
"1454","w_52318","美国知名国际关系学家发声：执意对抗将令美国走向失败 点评：磁化一个国家，特别是当下很了解中国的美国：难！ 1：网上说，天朝子民很听话，其实，不听话能咋地？天朝的体制就是巨大强磁场，身在 天朝，就得被磁化，所以，没被磁化的是天朝的外国人；湖北这段时间疫情全国出名，武汉更是出了湖北教授和湖北作家瞎说话，搞得湖北武汉名气更大了，还是那句话，瞎吃瞎喝不能瞎说，政府不抓你，是放你一马，抓你，跟踩死一只蚂蚁一样，这里不是美国，不需要法律依据！惊动领导就要抓你！ 2：美国，不可能磁化谁，这就是美国媒体宣传后，美国政府下令后，美国企业主该投资中国，继续投资，就算有人威胁比尔盖茨，也没戏，这些美国企业家，为了自己的利益，更是为了美国的利益，不会被美媒磁化！这是中美2个国家本质差异：中国不会对美国企业下手，反之，不一定！ 3：特朗普总统，就是美国选出来折腾中国，折腾世界的，别以为一个总统能干啥，这是美国利益选择，所以，折腾到啥程度，是美国法律给定的最大极限，可是，美国企业主，也是受美国法律绝对保护的，最后，美商投资天朝，就是这样折腾的折中！跟传销一样，天朝打击传销，就弄个直销，据说因为安利的游说，这是小道消息，既然这样，美国企业，就会继续坚定在中国，美国政府，就是吆喝一段时间！国吹说发布撤回消息的是美国重量级人物，哪有啥用，就算特朗普本人晚上请人吃饭，游说美国企业主撤回美国也没用！只要天朝不失信，依法对待外资！ 4：技术的发展，业务的发展，从根本上扼制了大国间的实际战争，所以，中美之间，就是乡下斗狠，打，是常态，做生意，也是常态，换个总统，执意对抗还得继续，直到天朝确实厉害了，达到新的平衡，这是几十年后的事，绝对不会只是2030年的事！现在天朝还在管控不让上美国社交网站，小道消息也没啦，中美关系大体就是这种结局！",2020-04-29 17:21:00,"数字连接专家",NA,"工业4.0连接专家,微信公众号：mylinking,微信：howlinking","武汉",5936,"未开通",NA,NA,2930,5026,"男","创业,设计,电脑","湖北",NA,NA,"0c128c465a92f340",1590897697,0,0,0,NA,NA,"1962-11-03"
"1455","w_60202","特朗普总统声称，美国可以切断整个中美关系，这样美国可以节省5000亿美元。老胡这么对大家说，就是这位总统不久前在记者会上建议新冠肺炎患者注射消毒剂来杀死身体里的病毒，大家记住这一点，再听他说要切断与中国的整个关系，就不会吃惊了。 我想说，特朗普先生的表现越来越超出老胡和世界上很多人对...全文转发理由:………………………………………………",2020-05-16 02:31:00,"BingMadsen",NA,"一生所求 不过爱与自由",NA,6727,"未开通",NA,NA,68,343,"女",NA,"其他",NA,NA,"738246abad7d9ed0",1608036400,0,0,0,"J1W1W5TXe",NA,"1918-01-20"
"1456","w_81035","【特朗普联大演讲竟用“中国病毒”开场，我大使回击】 在9月22日举行的75届联合国大会会议上，特朗普通过视频讲话鼓吹“单边主义”，在疫情、环境保护和贸易议题上无端攻击中国，短短7分钟内提到中国11次。  对于特朗普的污蔑抹黑，中国驻联合国代表张军大使在特朗普演讲后立即予以回击，称中方坚决反...全文转发理由:转发微博",2020-09-23 07:48:00,"乐颂集市",NA,"乐颂集市，分享收获","广州",24361,"未开通",NA,NA,230,525,"男","音乐","广东",NA,NA,"b19d0f771945cc80",1608612697,0,0,0,"JlUzxxlyh",NA,"1988-08-08"
"1457","w_87435","澳大利亚想要的煤炭解释没有等来，却等来了棉花停购消息，开不开心？意不意外？  据《观察者网》综合CNN、路透社等外媒消息报道，中国最近已在限制国内纺织企业使用澳大利亚棉花，澳棉行业正面临“毁灭性”打击。  2020年中国进口棉花关税配额总量为89.4万吨（1%关税），超出配额的征收40%状税，有消息称，如果使用澳大利亚棉花，那么配额将被消减，40%关税将使交易难以为续。换话句话，这就是针对澳大利亚产品的。  澳大利亚每年出口价值20亿美元左右的棉花，有65%出口到中国市场。澳棉农协会在昨天发表联合声明，称正在调查此事的影响程度。  澳大利亚农业部长利特尔普鲁寻求与中国对话，不过也没有得到回应，劳工部长则在担忧澳大利亚上万个就业机会将因此而消失。  外交部发言人赵立坚，昨天在例行记者会回答日本NHK记者关于限制澳大利亚棉花进口问题时说：我不了解你说的有关情况，建议你向中方有关主管部门询问。  澳大利亚如果清醒一点的话，它就不要期望得到中国官方的专门解释。它应当明白一个道理：皮之不存，毛将焉附！  中澳友好合作关系是皮，而棉花、煤炭。包括之前的大麦（中国发起反倾销调查）、红酒等等都是毛。澳大利亚甘心充当反华马前卒，就已经严重损害了中澳关系这张皮，把那点鼠目寸光盯在棉花、煤炭上，又有什么意义呢？  看清大局，把大问题解决了，小问题自然迎刃而解，否则，澳大利亚怎么表演，也于事无补。  中国不知道跟澳大利亚讲了多少次的道理，它就是听不懂，事实证明，你只有拿起鞭子使劲抽，袋鼠才会有反应。  9月25日，澳大利亚“战略政策研究所”又炮制了一份有关中国新疆的报告，满嘴造谣污蔑，试图在美国指挥的国际反华大合唱中唱出最高音调。  这些拿着政府津贴的“智库”如此敌视中国，而台上政客又喊着“中国不要伤害澳大利亚”，这是精神分裂吗？买你家东西，是为了让你更有力气反华？  以南太平洋岛国来说，澳大利亚是最重要的援助国，而南太平洋是中美博弈重要地区之一。为了配合美国削弱中国在南太平洋岛国的影响力，澳大利亚在2018年设立30亿澳元基金（约20.7亿美元），为这些小国提供资助。但这笔基金至今无法到位，直接了当地说，就是澳大利亚没钱了。  赚中国钱，又跑到南太平洋搞反华活动，这是澳大利亚神志不清的典型症状。  凡事皆有因果，中国限制对澳大利亚产品进口，是果，而不是因。  澳大利亚自食其果的原因，堪培拉的政客们心里是最清楚的。  特朗普上台后，推出了“印太战略”，企图打造美日印澳四国反华联盟，共同在中国周边挑衅闹事，而澳大利亚是最早最积极响应的国家。  2017年澳大利亚推出新的《反间谍和外国干预法》，矛头直接中国，公开宣称“中国正在干预澳大利亚政治”。  澳大利亚在中澳两国关系尚好的情况下如此不友善行为，已经为其今天的困境挖好了坑。中国当时警告澳方这种言论纯属捕风捉影、无中生有，将毒化中澳关系。  澳大利亚总理怎么回应的？  前总理特恩布尔强硬表示，不认同中方的批评，还特意用普通话和英语引肜“中国人民站起来了！”这句话说：：“澳大利亚人民站起来了!”  澳大利亚政客真的懂得“中国人民站起来了！”这句话的伟大意义？这意味着中国人民将从此走向独立自由，不再受任何大国支配，也不用再看谁的脸色，昂首阔步走出一条属于自己的光明大道。  澳大利亚之后用两年多时间证明，它只是鹦鹉学舌，徒增笑柄。它什么时候有过独立自主？无非是跟谁混的问题，一个挖矿剪羊毛的装什么硬气？！ 安阳",2020-10-18 23:06:00,"周晓越龙",NA,NA,"安阳",6088,"未开通",NA,NA,955,397,"男",NA,"河南",NA,NA,"3e347b08161b847c",1609006454,0,0,0,NA,"114.385782,36.105773","1968-08-23"
"1458","w_24498","出处：@Scor奥熙  德国患者居然举行“新冠派对”！为什么德国人把病毒当笑话？[疑问] 德国疫情越来越严重，传播速度特别快。[泪] 意大利死亡者已经超过中国的。德确诊排名欧洲第二。 不可思议！[顶][顶] #美专家无法认同特朗普甩锅中国# 爱吃瓜的Jimmy的微博视频 转发理由:马",2020-03-27 09:39:00,"冥神紫灵",NA,"二次元宅为了凯源使用微博，2014.2.14第一次B站认识凯源","美国",4470,"未开通",NA,NA,73,578,"女","健康,美食,游戏动漫","海外",NA,NA,"afa64d32f87d973e",1590204849,0,0,0,"IA8vYBLWy",NA,"0001-00-00"
"1459","w_64590","【#被病毒改变的世界# 】#数十个美国城市爆发示威##美国多地示威升级现场如战场##霉霉怼特朗普# 据央视新闻，纽约、洛杉矶、休斯顿等多地爆发大规模示威游行。5月30日，中国驻美国大使馆紧急发布消息，提醒在美中国公民警惕当地暴力示威。 当地时间周五（29日），美国前总统#奥巴马# 表示，弗洛伊德之死“发生在2020年的美国是不正常的”。#奥巴马为黑人鸣不平#  奥巴马还表示，“新冠肺炎疫情和经济危机颠覆了我们周围的一切，希望生活恢复正常是很自然的。但我们必须记住，对于成千上万的美国人来说，无论涉及医疗保健体系或司法体系，还是在街上慢跑、在公园看鸟时，因种族受到不同对待，都是可悲的、痛苦的、疯狂的。” 作为美国历史上第一位黑人总统，奥巴马分享了一段谈话，他引用一位非裔美国商人的话表示，“当我看到那段视频时哭了，我感到崩溃。‘脖子上的膝盖’用来比喻社会系统是如何傲慢地压制黑人，忽略呼救声。人们毫不在乎，这是真正的悲剧。” 场面极其混乱！奥巴马为黑人发声，中国大使馆发紧急提醒",2020-05-30 14:40:00,"anglo_jessie","山东大学第二医院 主任医师 健康博主","淡泊宁静@悟空 才能 八戒",NA,20453,"未开通","V","celebrity",828,63,"男","听歌,情感生活,诗词","海外",NA,NA,"beea3ac513683805",1608987799,0,0,1,NA,NA,"0000-07-25"
"1460","w_32356","【美国前CDC官员接受FOX采访直摇头：美国去年底就知道疫情，但无所作为！】#美国前CDC官员称去年底就知道疫情# 当地时间4月1日，前美国疾控中心（CDC）官员里斯·德赛在接受福克斯新闻采访时批评美国响应疫情能力薄弱，表示美国早在12月底就得知疫情，但无所作为，这周才批准新的雅培测试。  德赛在节目中说：“美国在12月底就得知了疫情消息，知道这是呼吸系统疾病，知道会人传人，为什么这周食品药品监督管理局才最终批准了这类新的雅培实验室测试。”对于这类新测试，德赛还表示，这种测试很棒，但一次只能检测一个，并需要15分钟，然而这本是几个月前就需要做的。此外，德赛还将美国和韩国对比，批评美国疫情响应能力薄弱。  据美国约翰斯·霍普金斯大学发布的实时统计数据显示，美国累计确诊病例超过20万例。白宫冠状病毒应对工作组协调员德博拉·伯克斯博士在4月2日的新冠疫情新闻发布会上表示，美国已进行130万次新冠病毒检测，但只回收到一半检验结果。http://t.cn/A6ZYrhiW转发理由:[话筒][话筒][话筒] 查看图片 //@幸运馨雨:去年l2月份就知道新冠病毒，我国是今年1月24日左右，经专家们的检测分析，才知道新冠病毒，制造的谣言不攻自破，特朗普为首的美国政府，一直企图甩锅抹黑中国，哈哈，终究如意算盘打错了，流感~新冠病毒，这样的美国政府，悲催的是广大美国民众",2020-04-04 05:57:00,"尘520秀man",NA,"一切有为法，如梦幻泡影； 如露亦如电，应作如是观！","闵行区",5993,"6级",NA,NA,637,1338,"女",NA,"上海",NA,NA,"8c1ba6dec4e085bc",1590793521,0,0,0,"IBDeOr4Xe",NA,"1987-02-21"
"1461","w_3359","#巴西总统新冠病毒检测阳性#【 特朗普将就疫情开记者会】特朗普13日表示，将于美国时间下午3点在白宫召开新闻发布会，主题是新冠疫情。此前，巴西媒体报道称，巴西总统博索纳罗第一次新冠病毒检测呈阳性，目前正在等待第二次检测结果，以确认是否确诊。他的发言人已经确诊。而这二人上周末曾在海湖庄园与特朗普同进晚餐。转发理由:哈哈，中国人民等待官宣好消息呢",2020-03-13 23:24:00,"Umexiaoxue",NA,"我想我是海，冬天的大海，心情随风飘摆……","哈尔滨",1913,"未开通",NA,NA,618,562,"女",NA,"黑龙江",NA,NA,"415c53dbfec15949",1590789694,0,0,0,"IytaWsheb",NA,"1994-02-04"
"1462","w_59268","武汉开始启动全民核酸检验，在十天时间内，对1400万居民完成免费新冠病毒核酸测试。      特朗普曾经不厌其烦地吹嘘，美国的检测能力世界第一，盖过所有其它国家，却故意不提中国的数据。而中国也懒得理会老特的自吹自擂，“第一”就第一吧，你高兴就好。      事实上，美帝手忙脚乱地忙活了3个月，也...全文转发理由://@陶永谊: 如果怀疑，可以去自己查，而不是空口无凭地说别人“造谣”//@蒋久成:确有其事？",2020-05-14 17:16:00,"曲线看人生",NA,"曲线看人生","海淀区",11724,"未开通",NA,NA,131,260,"男",NA,"北京",NA,NA,"7ba1066132ca2a22",1608395584,0,0,0,"J1RuO8k8Y",NA,"1972-03-19"
"1463","w_68687","【#特朗普称病毒在中国没传开真奇怪#】近日，美国总统特朗普接受采访时称：“疫情在武汉暴发，传到了欧洲，传到了美国，传遍了世界，却无法传遍中国？这事可真奇怪。”在采访中，特朗普依然坚持指责中国，还把疫情对美国经济的冲击也归咎于此。 转发理由:美国人民是真的倒霉//@还是一碗泡面:………… 想给你一耳刮子",2020-06-05 11:28:00,"春困秋乏夏打盹的小号",NA,NA,NA,3039,"未开通",NA,NA,72,258,"女","宠物图集","其他",NA,NA,"de92d8600b814702",1608072172,0,0,0,"J5cwn8VF1",NA,NA
"1464","w_37800","#参考快讯# 【#特朗普再发推驳斥“疫情应对不力”指控#】据德新社华盛顿消息，美国总统特朗普12日反驳了对他应对新冠肺炎疫情行动的指责，强烈抨击他所谓的制造“假新闻”的民主党人和媒体。他发推特说：“如果那些制造假新闻的反对派正全力传播特朗普总统‘忽视了针对疫情威胁的早期预警’的事实，那为什么当我对中国实施旅行禁令时媒体和民主党人又恶意批评我呢？他们说‘这太早了，没必要’。腐败媒体！”（编译/王群）转发理由:我感觉发生在中国的新冠病毒与美国的不同，我们的传染性不如美国的高，我们14亿人也就确诊8万多，算上无症状感染者，不会超过20万吧？美国3.5亿人已经50万人了！而且治愈率与中国相比较差的太远！我们治愈率90%以上，但是他们的治愈率不到10%。既然病毒不一样，这样也就解释了特朗普对中国门没有用。",2020-04-13 08:50:00,"Sunnyrose1962","上海交通大学数学系","上海交通大学 姚老师","松江区",15154,"未开通","V","celebrity",8051,1139,"女","保护动物,数学","上海",NA,NA,"e2eaacf1b5611066",1590914012,1,0,0,"ID5Gkl9Si",NA,"1962-09-15"
"1465","w_69304","【#特朗普称病毒在中国没传开真奇怪#】近日，美国总统特朗普接受采访时称：“疫情在武汉暴发，传到了欧洲，传到了美国，传遍了世界，却无法传遍中国？这事可真奇怪。”在采访中，特朗普依然坚持指责中国，还把疫情对美国经济的冲击也归咎于此。截至目前，#美国新冠肺炎感染人数超185万#。...全文转发理由:当务之急，不去治病救人，还在一派胡言乱语，甩锅栽赃，嫁祸于人，这种无耻行径，罪恶伎俩，路人皆知！[衰][拳头]",2020-06-06 08:33:00,"AN远征",NA,NA,"黄浦区",4868,"未开通",NA,NA,296,881,"女","旅游","上海",NA,NA,"51918c86a246cbc8",1608728679,0,0,0,"J5csNy5fA",NA,"01-01"
